data,num_file,L0,L2,NNZ,RL_iters,RL_rewards,MF_iters,MF_rewards
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_283.csv,842,0.0004568348439642393,0.0,1,135,17,265,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_283.csv,842,0.004568348439642393,0.0,1,130,19,325,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_283.csv,842,0.04568348439642393,0.0,1,6,6,156,4
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_158.csv,843,4.5667617517952424e-05,0.0,5,119,19,328,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_158.csv,843,0.00045667617517952425,0.0,1,133,25,191,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_158.csv,843,0.004566761751795242,0.0,1,126,23,173,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_158.csv,843,0.045667617517952425,0.0,1,7,5,135,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_575.csv,844,4.565182386059196e-05,0.0,5,102,14,428,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_575.csv,844,0.0004565182386059196,0.0,1,211,23,236,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_575.csv,844,0.004565182386059196,0.0,1,96,17,230,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_575.csv,844,0.04565182386059196,0.0,1,11,5,184,4
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_907.csv,845,4.5594889273452155e-05,0.0,7,154,14,373,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_907.csv,845,0.0004559488927345216,0.0,1,226,20,91,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_907.csv,845,0.004559488927345216,0.0,1,99,16,135,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_907.csv,845,0.045594889273452156,0.0,1,45,10,79,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_210.csv,846,4.561915495005854e-05,0.0,5,150,13,327,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_210.csv,846,0.0004561915495005854,0.0,1,160,21,186,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_210.csv,846,0.004561915495005854,0.0,1,122,16,161,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_210.csv,846,0.04561915495005854,0.0,1,26,11,86,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_233.csv,847,4.5651887726964116e-05,0.0,7,58,11,679,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_233.csv,847,0.00045651887726964115,0.0,1,140,22,218,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_233.csv,847,0.004565188772696412,0.0,1,89,22,211,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_233.csv,847,0.045651887726964116,0.0,1,10,6,187,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_830.csv,848,4.565691902289723e-05,0.0,4,164,16,331,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_830.csv,848,0.0004565691902289723,0.0,1,108,18,132,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_830.csv,848,0.004565691902289723,0.0,1,121,22,126,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_830.csv,848,0.04565691902289723,0.0,1,7,5,73,4
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_164.csv,849,4.562428653840803e-05,0.0,4,183,16,347,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_164.csv,849,0.0004562428653840803,0.0,1,146,22,145,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_164.csv,849,0.004562428653840803,0.0,1,68,17,129,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_164.csv,849,0.045624286538408027,0.0,1,5,4,3,3
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_637.csv,850,4.560484793382748e-05,0.0,5,119,19,239,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_637.csv,850,0.0004560484793382748,0.0,1,129,19,135,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_637.csv,850,0.0045604847933827485,0.0,1,98,16,122,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_637.csv,850,0.045604847933827485,0.0,1,5,5,84,3
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_661.csv,851,4.566602412747359e-05,0.0,6,286,11,339,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_661.csv,851,0.0004566602412747359,0.0,1,151,19,156,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_661.csv,851,0.004566602412747359,0.0,1,113,19,205,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_661.csv,851,0.04566602412747359,0.0,1,30,12,75,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_438.csv,852,4.573642028212424e-05,0.0,7,152,17,433,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_438.csv,852,0.00045736420282124237,0.0,3,159,16,200,32
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_438.csv,852,0.004573642028212424,0.0,1,135,19,187,28
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_438.csv,852,0.04573642028212424,0.0,1,35,10,19,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_391.csv,853,4.5486061022105735e-05,0.0,7,68,15,303,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_391.csv,853,0.00045486061022105735,0.0,1,136,26,170,28
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_391.csv,853,0.0045486061022105735,0.0,1,112,22,119,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_391.csv,853,0.045486061022105735,0.0,1,31,12,118,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_235.csv,854,4.546936797256337e-05,0.0,3,227,22,291,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_235.csv,854,0.0004546936797256337,0.0,1,132,13,195,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_235.csv,854,0.004546936797256337,0.0,1,137,16,134,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_235.csv,854,0.045469367972563374,0.0,1,9,5,5,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_175.csv,855,4.556007243882514e-05,0.0,6,94,12,470,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_175.csv,855,0.00045560072438825133,0.0,1,134,24,156,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_175.csv,855,0.004556007243882513,0.0,1,124,22,161,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_175.csv,855,0.045560072438825136,0.0,1,19,10,91,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_820.csv,856,4.56298509410782e-05,0.0,8,356,17,285,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_820.csv,856,0.000456298509410782,0.0,1,164,21,150,29
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_820.csv,856,0.00456298509410782,0.0,1,124,22,131,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_820.csv,856,0.0456298509410782,0.0,1,33,13,66,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_228.csv,857,4.5582046369700273e-05,0.0,8,49,12,270,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_228.csv,857,0.00045582046369700273,0.0,3,155,25,162,32
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_228.csv,857,0.004558204636970028,0.0,1,138,21,105,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_228.csv,857,0.04558204636970028,0.0,1,70,19,57,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_740.csv,858,4.542758486380343e-05,0.0,6,142,19,402,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_740.csv,858,0.00045427584863803427,0.0,2,137,19,166,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_740.csv,858,0.004542758486380343,0.0,1,129,22,127,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_740.csv,858,0.04542758486380343,0.0,1,19,5,9,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_318.csv,859,4.5490882750668515e-05,0.0,5,583,19,386,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_318.csv,859,0.00045490882750668515,0.0,1,171,20,182,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_318.csv,859,0.004549088275066852,0.0,1,154,19,268,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_318.csv,859,0.04549088275066852,0.0,1,13,5,122,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_831.csv,860,4.559081821974831e-05,0.0,5,326,16,347,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_831.csv,860,0.0004559081821974831,0.0,1,149,20,196,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_831.csv,860,0.004559081821974831,0.0,1,136,20,167,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_831.csv,860,0.04559081821974831,0.0,1,30,16,103,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_477.csv,861,4.57186443306415e-05,0.0,5,154,21,337,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_477.csv,861,0.00045718644330641496,0.0,1,155,25,181,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_477.csv,861,0.00457186443306415,0.0,1,99,18,164,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_477.csv,861,0.045718644330641496,0.0,1,11,8,103,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_723.csv,862,4.5646280646748926e-05,0.0,5,82,13,448,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_723.csv,862,0.0004564628064674893,0.0,1,152,21,185,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_723.csv,862,0.0045646280646748924,0.0,1,118,25,169,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_723.csv,862,0.04564628064674893,0.0,1,12,7,169,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_678.csv,863,4.540769516806082e-05,0.0,4,79,17,256,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_678.csv,863,0.0004540769516806082,0.0,3,109,19,141,28
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_678.csv,863,0.004540769516806082,0.0,1,72,20,69,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_678.csv,863,0.04540769516806082,0.0,1,11,6,71,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_381.csv,864,4.5482455850504346e-05,0.0,6,76,11,240,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_381.csv,864,0.0004548245585050435,0.0,2,319,27,158,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_381.csv,864,0.0045482455850504346,0.0,1,160,24,105,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_381.csv,864,0.045482455850504346,0.0,1,12,6,95,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_18.csv,865,4.561873203679687e-05,0.0,3,379,26,315,32
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_18.csv,865,0.00045618732036796874,0.0,1,163,20,155,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_18.csv,865,0.004561873203679687,0.0,1,151,21,156,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_18.csv,865,0.04561873203679687,0.0,1,14,6,10,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_292.csv,866,4.518050903726367e-05,0.0,4,142,16,195,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_292.csv,866,0.00045180509037263673,0.0,1,172,26,116,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_292.csv,866,0.004518050903726367,0.0,1,89,19,58,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_292.csv,866,0.04518050903726367,0.0,1,8,4,42,4
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_270.csv,867,4.5907073557727576e-05,0.0,3,161,19,329,28
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_270.csv,867,0.00045907073557727575,0.0,1,123,18,297,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_270.csv,867,0.004590707355772757,0.0,1,88,25,224,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_270.csv,867,0.04590707355772758,0.0,1,2,2,85,2
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_944.csv,868,4.539345840890163e-05,0.0,2,226,17,393,28
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_944.csv,868,0.00045393458408901627,0.0,1,136,19,322,27
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_944.csv,868,0.004539345840890162,0.0,1,135,23,268,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_944.csv,868,0.04539345840890163,0.0,2,2,2,104,2
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_35.csv,869,4.585330463609046e-05,0.0,4,162,15,252,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_35.csv,869,0.0004585330463609046,0.0,1,201,25,122,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_35.csv,869,0.0045853304636090456,0.0,1,116,16,136,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_35.csv,869,0.04585330463609046,0.0,1,14,7,71,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_319.csv,870,4.568149023689202e-05,0.0,6,164,16,334,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_319.csv,870,0.0004568149023689202,0.0,1,149,20,207,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_319.csv,870,0.004568149023689202,0.0,1,99,17,218,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_319.csv,870,0.045681490236892025,0.0,2,18,9,7,4
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_903.csv,871,4.54928761445529e-05,0.0,5,163,19,303,25
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_903.csv,871,0.00045492876144552903,0.0,1,198,23,96,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_903.csv,871,0.00454928761445529,0.0,1,143,17,301,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_903.csv,871,0.045492876144552906,0.0,1,13,9,66,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_395.csv,872,4.537862263892964e-05,0.0,7,201,21,295,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_395.csv,872,0.00045378622638929633,0.0,1,153,18,170,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_395.csv,872,0.004537862263892963,0.0,1,130,18,191,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_395.csv,872,0.04537862263892964,0.0,1,14,9,59,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_885.csv,873,4.5595884217918936e-05,0.0,7,160,14,412,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_885.csv,873,0.0004559588421791893,0.0,2,230,25,207,30
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_885.csv,873,0.004559588421791893,0.0,1,174,25,142,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_885.csv,873,0.045595884217918936,0.0,1,36,7,38,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_540.csv,874,4.523363378751447e-05,0.0,7,166,13,362,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_540.csv,874,0.0004523363378751447,0.0,1,208,22,131,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_540.csv,874,0.004523363378751448,0.0,1,173,16,111,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_540.csv,874,0.04523363378751447,0.0,1,29,10,109,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_822.csv,875,4.562825782765595e-05,0.0,4,103,14,248,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_822.csv,875,0.0004562825782765595,0.0,1,149,21,115,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_822.csv,875,0.004562825782765595,0.0,2,71,16,54,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_822.csv,875,0.04562825782765595,0.0,2,13,6,21,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_503.csv,876,4.5632780476441254e-05,0.0,8,72,19,333,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_503.csv,876,0.00045632780476441247,0.0,1,128,24,126,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_503.csv,876,0.004563278047644125,0.0,1,60,14,116,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_503.csv,876,0.04563278047644125,0.0,1,11,4,119,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_848.csv,877,4.567877330840966e-05,0.0,5,160,17,300,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_848.csv,877,0.0004567877330840966,0.0,2,116,20,159,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_848.csv,877,0.004567877330840966,0.0,1,80,19,128,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_848.csv,877,0.045678773308409665,0.0,2,6,4,140,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_783.csv,878,4.5891755275382856e-05,0.0,8,248,19,446,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_783.csv,878,0.00045891755275382853,0.0,1,160,18,138,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_783.csv,878,0.004589175527538285,0.0,1,122,14,111,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_783.csv,878,0.045891755275382855,0.0,1,23,6,66,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_439.csv,879,4.5465992862277304e-05,0.0,5,110,18,440,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_439.csv,879,0.0004546599286227731,0.0,2,157,21,192,27
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_439.csv,879,0.004546599286227731,0.0,1,126,23,132,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_439.csv,879,0.04546599286227731,0.0,1,19,9,15,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_92.csv,880,4.5783138875689586e-05,0.0,5,175,22,334,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_92.csv,880,0.00045783138875689583,0.0,1,148,19,181,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_92.csv,880,0.004578313887568958,0.0,1,83,20,138,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_92.csv,880,0.045783138875689584,0.0,1,12,8,105,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_263.csv,881,4.596789183609445e-05,0.0,7,152,14,302,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_263.csv,881,0.0004596789183609445,0.0,1,149,16,218,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_263.csv,881,0.004596789183609445,0.0,1,105,17,231,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_263.csv,881,0.045967891836094454,0.0,3,5,3,173,3
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_570.csv,882,4.557012539858222e-05,0.0,4,103,14,316,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_570.csv,882,0.0004557012539858222,0.0,1,195,26,194,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_570.csv,882,0.0045570125398582215,0.0,1,143,18,94,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_570.csv,882,0.04557012539858222,0.0,1,12,6,59,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_818.csv,883,4.581188108454752e-05,0.0,6,195,19,272,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_818.csv,883,0.00045811881084547516,0.0,1,137,16,142,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_818.csv,883,0.004581188108454752,0.0,1,71,17,142,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_818.csv,883,0.04581188108454752,0.0,1,5,5,70,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_491.csv,884,4.593636476034727e-05,0.0,3,184,23,287,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_491.csv,884,0.00045936364760347265,0.0,1,184,23,167,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_491.csv,884,0.004593636476034726,0.0,1,142,21,144,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_491.csv,884,0.045936364760347265,0.0,3,3,2,72,2
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_688.csv,885,4.56029758375263e-05,0.0,5,96,21,323,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_688.csv,885,0.000456029758375263,0.0,1,207,21,172,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_688.csv,885,0.00456029758375263,0.0,1,122,16,143,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_688.csv,885,0.0456029758375263,0.0,1,4,3,61,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_49.csv,886,4.583576828583125e-05,0.0,7,244,18,381,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_49.csv,886,0.00045835768285831254,0.0,2,261,20,165,27
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_49.csv,886,0.0045835768285831255,0.0,1,201,18,107,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_49.csv,886,0.04583576828583125,0.0,1,55,12,84,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_605.csv,887,4.55969973809149e-05,0.0,6,229,13,385,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_605.csv,887,0.000455969973809149,0.0,1,123,17,213,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_605.csv,887,0.00455969973809149,0.0,1,122,17,183,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_605.csv,887,0.045596997380914904,0.0,1,8,4,160,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_565.csv,888,4.5842886884843905e-05,0.0,5,167,17,220,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_565.csv,888,0.00045842886884843903,0.0,1,152,15,160,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_565.csv,888,0.004584288688484391,0.0,1,101,13,112,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_565.csv,888,0.045842886884843906,0.0,1,6,4,60,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_705.csv,889,4.601726422863192e-05,0.0,5,80,13,277,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_705.csv,889,0.00046017264228631914,0.0,2,140,22,205,29
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_705.csv,889,0.004601726422863192,0.0,1,103,20,99,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_705.csv,889,0.04601726422863192,0.0,1,6,5,65,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_696.csv,890,4.579679829749704e-05,0.0,4,240,19,276,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_696.csv,890,0.00045796798297497045,0.0,1,123,24,192,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_696.csv,890,0.004579679829749704,0.0,1,102,24,194,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_696.csv,890,0.04579679829749705,0.0,2,2,2,2,2
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_638.csv,891,4.54186221778427e-05,0.0,6,457,19,381,29
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_638.csv,891,0.0004541862217784269,0.0,1,205,20,167,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_638.csv,891,0.00454186221778427,0.0,1,136,17,132,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_638.csv,891,0.0454186221778427,0.0,1,15,7,9,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_771.csv,892,4.5699048464739394e-05,0.0,7,204,13,277,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_771.csv,892,0.0004569904846473939,0.0,1,240,17,131,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_771.csv,892,0.004569904846473939,0.0,1,108,17,123,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_771.csv,892,0.04569904846473939,0.0,1,21,12,35,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_498.csv,893,4.5552138457194156e-05,0.0,5,172,12,346,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_498.csv,893,0.00045552138457194153,0.0,1,135,22,195,27
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_498.csv,893,0.004555213845719415,0.0,1,120,21,133,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_498.csv,893,0.045552138457194156,0.0,1,36,7,106,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_968.csv,894,4.5420037474472556e-05,0.0,5,154,21,140,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_968.csv,894,0.0004542003747447255,0.0,1,146,16,123,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_968.csv,894,0.004542003747447255,0.0,1,154,18,103,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_968.csv,894,0.045420037474472555,0.0,1,16,8,17,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_530.csv,895,4.563511573925935e-05,0.0,4,145,15,277,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_530.csv,895,0.0004563511573925935,0.0,1,144,18,204,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_530.csv,895,0.004563511573925935,0.0,1,125,22,169,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_530.csv,895,0.04563511573925935,0.0,1,14,9,8,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_417.csv,896,4.541334023207021e-05,0.0,1,512,23,325,27
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_417.csv,896,0.0004541334023207021,0.0,1,145,18,155,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_417.csv,896,0.004541334023207021,0.0,1,110,23,258,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_417.csv,896,0.045413340232070214,0.0,2,2,2,1,1
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_780.csv,897,4.5473935236839784e-05,0.0,6,114,15,474,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_780.csv,897,0.0004547393523683978,0.0,2,136,20,258,27
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_780.csv,897,0.004547393523683978,0.0,1,129,18,179,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_780.csv,897,0.045473935236839784,0.0,1,33,12,116,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_685.csv,898,4.581346406205565e-05,0.0,6,160,23,313,34
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_685.csv,898,0.0004581346406205565,0.0,1,147,21,149,20
